Year,Stand,Quadrat,Date,Light1,Light2,Light3,Light4,% Moisture1,% Moisture2,% Moisture3,% Moisture4,Veg%Cover,Nurselog%Cover,Moss%Cover,Litter%Cover,Bare%Cover,Rock%Cover,Tree%Cover,Log%Cover,Root%Cover,ABAM,CANO,PSME,THPL,TSHE,TSME,PICO,PIEN,ABLA,ABPR,PIMO,Notes
2008,AO03,2,29-07-08,3,3,NA,NA,3.7,NA,2.3,NA,15,60,50,40,0,0,0,0,0,9,0,1,31,26,0,0,0,0,0,0,
2008,AO03,3,29-07-08,0,0,NA,NA,1.2,2,1.2,0.6,95,0,0,100,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,"2 of the Abam seedlings were labeled Ab? Suggesting they looked a little different from the Abam in the plot. However, there is no Abgr, Abpr, or Abla in the plot either, so not clear what other Ab sp it could be."
2008,AO03,4,29-07-08,1,17,NA,NA,0.1,NA,NA,NA,20,95,10,50,0,0,0,0,0,2,0,0,153,77,0,0,0,0,0,0,
2008,AO03,5,29-07-08,4,5,NA,NA,1,0.2,2.2,2.2,7,20,15,60,0,0,0,0,0,6,0,0,379,210,0,0,0,0,0,0,"1 of the Abam seedlings were labeled Ab? Suggesting they looked a little different from the Abam in the plot. However, there is no Abgr, Abpr, or Abla in the plot either, so not clear what other Ab sp it could be."
2008,AO03,6,29-07-08,3,3,NA,NA,3.8,0.5,2.8,0,65,0,0.5,100,0,0,0,0,0,7,0,1,29,17,0,0,0,0,0,0,"3 of the Abam seedlings were labeled Ab? Suggesting they looked a little different from the Abam in the plot. However, there is no Abgr, Abpr, or Abla in the plot either, so not clear what other Ab sp it could be."
2008,AR07,1,23-07-08,15,11,NA,NA,2.8,0,0.5,0.7,35,35,5,45,0,0,15,0,0,6,9,0,0,0,1,0,0,0,0,0,
2008,AR07,2,23-07-08,13,14,NA,NA,1.3,6.5,1.8,3.1,40,2,0.5,70,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,
2008,AR07,3,23-07-08,4,5,NA,NA,1.5,0.6,1.9,NA,20,6,30,70,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
2008,AR07,4,23-07-08,15,10,NA,NA,4.1,8.5,9.1,7.5,20,6,30,70,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
2008,AR07,5,23-07-08,1,11,NA,NA,5.2,6.4,2.2,3.6,12,10,10,90,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
2008,AR07,6,23-07-08,5,6,NA,NA,4.4,2.1,NA,0.1,3,40,1,60,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
2008,AV02,1,29-07-08,5,1,NA,NA,2.7,2.8,0.6,3.9,5,15,10,90,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,
2008,AV02,2,29-07-08,8,2,NA,NA,0.4,2.9,0.8,0.8,1,0,1,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"The 1 Abam in this plot was labeled as 'dead' indicating its germiNAtion was noted, but that the seedling recently died"
2008,AV02,3,29-07-08,6,3,NA,NA,0.1,NA,NA,NA,0,2,5,95,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,
2008,AV02,4,29-07-08,8,3,NA,NA,NA,NA,NA,NA,0,20,0,75,25,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,"The 5 Abam in this plot were labeled as 'dead' indicating its germiNAtion was noted, but that the seedling recently died"
2008,AV02,5,29-07-08,4,8,NA,NA,NA,NA,NA,NA,10,0,40,60,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
2008,AV02,6,29-07-08,8,9,NA,NA,NA,NA,NA,NA,2,50,40,50,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,
2008,AV06,1,22-07-08,12,7,NA,NA,0.9,1.1,1.6,6.4,7,25,95,5,0,0,0,0,0,6,1,0,0,4,0,0,0,0,0,0,
2008,AV06,2,22-07-08,11,5,NA,NA,1.3,0.5,2.5,0.3,25,0,90,10,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,
2008,AV06,3,22-07-08,7,10,NA,NA,1,1.6,NA,NA,2,0,50,50,0,0,0,0,0,9,0,2,0,8,0,0,0,0,0,0,
2008,AV06,4,22-07-08,6,7,NA,NA,0.5,2.1,3.6,2.1,25,0,5,75,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,"Moss cover was listed as <5, so assumed 5"
2008,AV06,5,22-07-08,7,8,NA,NA,4.7,1.6,0.5,NA,6,0,30,65,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,
2008,AV06,6,22-07-08,14,NA,NA,NA,0.4,0.2,1.3,0,40,0,60,40,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,
2008,AV14,1,25-08-08,4,5,NA,NA,8.6,7,8.6,4,10,0,5,95,0,0,0,0,0,3,1,0,0,90,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number"
2008,AV14,2,25-08-08,8,1,NA,NA,2.3,1.2,9.5,1.4,10,10,10,80,0,0,0,0,0,8,0,0,0,154,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number"
2008,AV14,3,25-08-08,2,4,NA,NA,4.3,7.8,2,11.6,3,5,20,75,0,0,0,0,0,10,1,0,0,245,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number"
2008,AV14,4,25-08-08,2,7,NA,NA,1.2,2.6,7.1,10.5,1,3,2,95,0,0,0,0,0,24,0,0,0,315,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number. Also, seedling numbers for Tshe are really high - this is likely to not represent a precise number (although within orders of magnitude)"
2008,AV14,5,25-08-08,2,4,NA,NA,11.6,7.7,7.9,1.4,1,10,0,90,0,0,0,0,0,21,3,2,0,288,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number"
2008,AV14,6,25-08-08,3,3,NA,NA,10.1,5.4,7.9,3.5,5,35,2,90,0,3,0,0,0,1,3,0,0,314,0,0,0,0,0,0,"The quadrat & environmental data are from an early census that was 'too early' (not peak germiNAnts) on July 9. The seedling data are from this date. The earlier seedling tallies exist, but this represents a better number"
2008,AX15,1,27-06-08,2,4,NA,NA,0.1,2.8,4.6,1.2,10,20,1,80,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,
2008,AX15,2,27-06-08,6,3,NA,NA,2.5,1.7,2,0.7,1,2,1,95,0,0,0,0,0,0,0,3,2,37,0,0,0,0,0,0,
2008,AX15,3,27-06-08,3,6,NA,NA,0.7,1.4,0.6,0.5,1,0,0,99,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,
2008,AX15,4,27-06-08,2,3,NA,NA,0.3,2,0,3.5,5,10,0,80,5,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,
2008,AX15,5,27-06-08,6,7,NA,NA,2.6,1,0.8,1.2,1,2,0,97,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,
2008,AX15,6,27-06-08,3,4,NA,NA,0.1,0.8,1.8,1.8,1,20,0,90,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,20% nurselog cover labeled as wood
2008,PP17,1,30-08-08,3,25,NA,NA,1.7,4.1,0,7,0,0,1,30,65,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"4 additioNAl mystery seedlings (3 with short, 1 with long cotyledons). Probably Pico or Pimo given the location (we likely didn't know how to identify these early on). Not included in these census numbers."
2008,PP17,2,30-08-08,3,33,NA,NA,1.4,6.9,0.82,0.6,1,0,0,90,10,0,0,0,0,2,0,17,1,13,0,0,0,0,0,0,"22 additioNAl mystery seedlings (7 with short, 15 with long cotyledons). Probably Pico or Pimo given the location (we likely didn't know how to identify these early on). Not included in these census numbers"
2008,PP17,3,30-08-08,7,21,NA,NA,2.3,7.9,3.8,1,2,3,4,35,50,10,0,0,0,0,0,8,0,1,0,0,0,0,0,0,
2008,PP17,4,30-08-08,14,28,NA,NA,7.6,5.4,4.3,0.9,0,10,0,15,60,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,
2008,PP17,5,30-08-08,28,35,NA,NA,3.2,0.3,NA,NA,0,10,0,75,0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No seedling data was noted for these quads -they could be true zeros, but I conservatively assumed the data wasn't collected or lost"
2008,PP17,6,30-08-08,29,12,NA,NA,6.5,1.8,7.7,8.9,0,0,10,25,5,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No seedling data was noted for these quads -they could be true zeros, but I conservatively assumed the data wasn't collected or lost"
2008,TA01,1,23-06-08,3,6,NA,NA,1.1,NA,4.2,1.7,8,0,25,75,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,
2008,TA01,2,23-06-08,7,6,NA,NA,2.6,NA,NA,1,15,0,60,40,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,
2008,TA01,3,23-06-08,7,5,NA,NA,1.8,NA,NA,0.9,1,0,30,40,5,20,0,0,0,0,0,8,1,17,0,0,0,0,0,0,
2008,TA01,4,23-06-08,3,5,NA,NA,0.7,0.6,1.4,1.2,10,0,75,25,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,
2008,TA01,5,23-06-08,4,4,NA,NA,5.5,1.3,2.1,1.1,25,0,20,80,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,
2008,TA01,6,23-06-08,5,10,NA,NA,NA,0.2,2.1,0.1,5,0,5,95,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,
2008,TB13,1,20-06-08,5,7,NA,NA,2.9,1.5,1.9,5.4,0,0,80,20,1,0,0,0,0,0,0,5,36,93,0,0,0,0,0,0,
2008,TB13,2,20-06-08,4,5,NA,NA,0.3,2.8,3.2,3.3,0,0,90,10,0,0,0,0,0,0,0,8,100,116,0,0,0,0,0,0,
2008,TB13,3,20-06-08,11,6,NA,NA,4.6,1,3.5,5.4,0,0,60,40,0,0,0,0,0,0,0,7,60,59,0,0,0,0,0,0,
2008,TB13,4,20-06-08,6,9,NA,NA,5.6,3.1,0.3,1.3,0.5,20,60,20,0,0,0,0,0,0,0,4,67,79,0,0,0,0,0,0,
2008,TB13,5,20-06-08,8,12,NA,NA,0.9,1.6,0.8,0.2,3,0,60,40,0,0,0,0,0,0,0,5,57,67,0,0,0,0,0,0,
2008,TB13,6,20-06-08,6,8,NA,NA,1.3,2,0.6,5.7,1,0,15,85,0,0,0,0,0,0,0,2,72,44,0,0,0,0,0,0,
2008,TO04,1,16-06-08,20,NA,NA,NA,15.1,14.1,7.3,NA,20,60,0,70,0.5,0,0,0,0,0,0,3,50,31,0,0,0,0,0,0,only 1 reading for light
2008,TO04,2,16-06-08,12,NA,NA,NA,5.8,8.4,10.2,7.4,4,60,0,40,0,0,0,0,0,0,0,0,152,66,0,0,0,0,0,0,only 1 reading for light
2008,TO04,3,16-06-08,12,NA,NA,NA,14.1,NA,6.7,13.8,15,60,0,40,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,only 1 reading for light
2008,TO04,4,16-06-08,24,NA,NA,NA,14.3,NA,22.7,14.6,60,0,0,40,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,"changed ""t"" for soil moisture to ""NA"" (not sure what t means - but probably couldn’t get a reading)"
2008,TO04,5,16-06-08,8,NA,NA,NA,1.4,NA,3.6,NA,30,35,0,40,0.5,0,0,0,0,0,0,0,124,18,0,0,0,0,0,0,"Changed ""wood"" for soil moisture to NA (meant they could not get a reading)"
2008,TO04,6,16-06-08,12,NA,NA,NA,6.6,0.1,3.1,2.5,75,0,0,30,0.5,0,0,0,0,0,0,1,12,4,0,0,0,0,0,0,"Percent cover data added up to less than 100%, not all boxes filled - and unlabeled something was 75%. I assumed this is veg - b/c there is a lot of veg there."
