Stand,Quadrat,Date,Light1,Light2,Light3,Light4,% Moisture1,% Moisture2,% Moisture3,% Moisture4,Veg%Cover,Nurselog%Cover,Moss%Cover,Litter%Cover,Bare%Cover,ABAM,CANO,PSME,THPL,TSHE,TSME,PICO,PIEN,ABLA,ABPR,PIMO,Field Notes,Lab Notes
AE10,6,24-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,"Due to unclear handwriting, it was difficult to tell whether the number of CANO seedlings for Quad 6 was zero or six. "
AG05,1,13-06-17,13,21,29,16,6.3,6.6,5.7,5.2,1,30,50,50,0,2,0,1,214,26,0,0,0,0,0,0,,
AG05,2,13-06-17,13,21,16,11,2.2,2.3,2.9,4.6,0,35,40,50,0,4,0,0,72,5,0,0,0,0,0,0,,
AG05,3,13-06-17,20,13,15,7,4.4,5.3,4.5,5.8,0,0,20,25,0,1,0,0,67,5,0,0,0,0,0,0,"55% tree cover; tree blocking 4th side of quad, measured canopy cover right next to tree trunk  ",
AG05,4,13-06-17,14,12,9,7,12.6,7.6,7.8,7.1,9,0,90,5,10,0,0,0,16,5,0,0,0,0,0,0,,
AG05,5,13-06-17,32,38,14,25,8.1,5.4,11.2,8.4,7,0,10,45,0,1,0,3,69,6,0,0,0,0,0,0,55% log cover,
AG05,6,13-06-17,6,14,15,16,3.6,4.6,5.6,0.6,20,0,15,65,0,8,0,0,7,3,0,0,0,0,0,0,,
AM16,1,10-07-17,27,58,24,20,2.3,0.9,6.6,1.9,70,10,85,50,0,1,0,0,0,0,0,0,0,0,0,0,,
AM16,2,10-07-17,17,32,19,37,2.2,1.1,1.1,1.2,60,0,75,60,0,0,0,0,0,0,0,0,0,0,0,0,,
AM16,3,10-07-17,10,24,17,42,0.3,0.5,0.5,1.3,85,20,50,75,0,0,0,0,0,0,0,0,0,0,0,0,,
AM16,4,10-07-17,17,13,18,35,18.3,17.9,8.2,17.5,95,0,15,95,0,0,1,0,0,3,1,0,0,0,0,0,,
AM16,5,10-07-17,4,5,6,4,8.9,20.5,22.3,18.4,85,0,95,3,2,0,2,0,0,3,0,0,0,0,0,0,,
AM16,6,10-07-17,9,4,15,8,12.6,4.7,0.7,5.4,75,10,10,90,0,1,0,0,0,3,1,0,0,0,0,0,,
AO03,1,22-06-17,7,14,13,3,6.7,6.9,7.5,2.3,95,0,80,50,0,3,0,0,1,0,0,0,0,0,0,0,,
AO03,2,22-06-17,2,4,4,2,3.2,11.3,4,NA,30,65,65,60,0,27,0,0,0,0,0,0,0,0,0,0,,
AO03,3,22-06-17,3,13,7,4,7.8,6.6,8.1,4,90,0,1,95,0,12,0,0,0,0,0,0,0,0,0,0,,
AO03,4,22-06-17,5,20,8,4,5.5,3.6,NA,NA,50,70,50,50,0,3,0,0,1,7,0,0,0,0,0,0,NA=log,
AO03,5,22-06-17,10,6,3,4,7.1,8.7,3.1,3.8,60,20,10,75,0,5,0,0,0,0,0,0,0,0,0,0,,
AO03,6,22-06-17,11,8,8,4,5.9,6.3,5.1,5.3,70,0,5,60,0,2,0,0,0,0,0,0,0,0,0,0,,
AR07,1,10-07-17,17,14,18,14,1.2,3.1,0.8,0.6,65,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,Maybe too early for census of first years,
AR07,2,10-07-17,8,10,22,11,1.4,3.3,0.7,0.1,40,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,
AR07,3,10-07-17,22,12,10,18,0.4,0.9,1.2,4.6,80,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,,
AR07,4,10-07-17,21,42,16,11,8.8,2.1,3.2,3.8,50,0,15,85,0,0,2,0,0,0,0,0,0,0,0,0,,
AR07,5,10-07-17,12,12,32,18,1,2.6,3.3,1.8,20,3,5,92,0,0,0,0,0,0,0,0,0,0,0,0,,
AR07,6,10-07-17,6,13,15,17,5.1,3.9,0.5,1.4,30,25,2,73,0,0,0,0,0,0,1,0,0,0,0,0,,
AR07,1,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,0,0,0,,
AR07,2,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,
AR07,3,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,
AR07,4,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,0,0,0,,
AR07,5,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,
AR07,6,25-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,,
AV02,1,22-06-17,4,5,10,2,1.4,1.1,4.9,5.2,25,0,10,90,0,0,0,0,0,3,0,0,0,0,0,0,,
AV02,2,22-06-17,3,2,1,4,4.4,11.2,3,2.5,3,0,17,95,0,6,0,0,0,0,0,0,0,0,0,0,,
AV02,3,22-06-17,7,9,4,3,3.3,3.9,4,4.2,0,0,15,90,1,8,0,0,1,1,0,0,0,0,0,0,,
AV02,4,22-06-17,2,2,4,3,1.1,0.2,0.8,4.5,1,0,35,75,0,10,0,0,0,1,0,0,0,0,0,0,Rocks,
AV02,5,22-06-17,5,11,23,5,2.2,1,2.4,6.6,25,0,70,55,0,4,0,0,0,0,0,0,0,0,0,0,,
AV02,6,22-06-17,5,1,4,8,0.2,1.9,0.2,2.5,5,90,55,40,0,6,0,0,1,67,0,0,0,0,0,0,,
AV06,1,26-06-17,8,0,2,4,5.3,3.9,3.7,1.3,20,65,55,40,0,2,0,0,5,1,0,0,0,0,0,0,,
AV06,2,26-06-17,1,2,7,3,6.3,2.2,2.1,1.2,35,0,80,50,0,8,0,0,0,1,0,0,0,0,0,0,,
AV06,3,26-06-17,4,1,3,4,4.5,2.4,3.2,1.2,2,0,90,40,0,6,0,0,1,4,0,0,0,0,0,0,,
AV06,4,26-06-17,3,1,1,1,8.5,6,4.1,5,30,40,10,60,0,4,0,0,4,2,0,0,0,0,0,0,,
AV06,5,26-06-17,1,3,2,1,5.1,4.3,6,0.4,35,0,50,60,0,5,0,1,1,1,0,0,0,0,0,0,Quad 5: Herbivory on cotyledons ,
AV06,6,26-06-17,7,15,5,5,10.8,2.3,1.9,2.8,65,0,75,20,0,5,0,0,0,1,0,0,0,0,0,0,Quad 6: Herbivory on cotyledons ,
AV14,1,05-07-17,18,10,30,22,3.5,5.8,4.7,3.4,75,0,80,10,0,18,0,1,2,237,0,0,0,0,0,0,,
AV14,2,05-07-17,6,5,2,10,4.5,1,3.9,2.3,90,50,50,40,0,4,0,1,2,126,0,0,0,0,0,0,,
AV14,3,05-07-17,6,8,1,2,5,2,0.3,4.6,3,100,2,20,0,2,0,1,2,330,0,0,0,0,0,0,,
AV14,4,05-07-17,6,1,1,0,0.3,1.1,2.2,0.7,5,0,1,90,0,9,0,1,1,468,0,0,0,0,0,0,,
AV14,5,05-07-17,10,19,9,12,4.5,3.9,1.2,4.7,2,10,5,80,0,2,0,0,1,98,0,0,0,0,0,0,,
AV14,6,05-07-17,13,9,18,20,8,8.7,9.3,3,2,0,25,95,0,0,0,0,0,62,0,0,0,0,0,0,,
AX15,1,15-06-17,8,9,8,5,4.3,4.4,3.4,3,8,25,6,59,10,0,0,2,4,37,0,0,0,0,0,0,,
AX15,2,15-06-17,11,12,13,7,0.4,3.6,3.9,5.3,10,0,4,93,2,0,0,2,0,8,0,0,0,0,0,0,,
AX15,3,15-06-17,5,8,7,7,4,7.5,5.5,3.1,0,5,2,90,3,0,0,2,3,20,0,0,0,0,0,0,,
AX15,4,15-06-17,5,7,9,10,7.1,0.9,6.1,3.8,1,0,12,79,8,0,0,0,6,21,0,0,0,0,0,0,,
AX15,5,15-06-17,23,21,24,22,1.2,3.6,2.4,1.4,1,0,1,95,3,0,0,0,0,14,0,0,0,0,0,0,,
AX15,6,15-06-17,23,29,29,21,4.2,5.4,6.4,4.7,1,15,1,83,0,0,0,0,5,20,0,0,0,0,0,0,,
PARA,1,24-07-17,8,10,10,9,NA,NA,NA,NA,1,0,0.1,100,0,1,0,0,0,0,0,0,0,0,0,0,,Moisture left blank
PARA,2,24-07-17,16,9,19,10,NA,NA,NA,NA,20,0,0,100,0,2,0,0,0,0,1,0,0,0,0,0,,
PARA,3,24-07-17,6,7,2,8,NA,NA,NA,NA,40,0,0.1,98,0,1,0,0,0,0,0,0,0,0,0,0,,
PARA,4,24-07-17,16,14,58,15,NA,NA,NA,NA,45,0,75,80,0,0,0,0,0,0,0,0,0,0,0,0,,
PARA,5,24-07-17,17,6,7,25,NA,NA,NA,NA,30,15,10,80,0,0,0,0,0,0,0,0,0,0,0,0,,
PARA,6,24-07-17,0,1,5,7,NA,NA,NA,NA,12,7,5,95,0,0,0,0,0,0,0,0,0,0,0,0,,
PARA,1,03-08-17,NA,NA,NA,NA,1.1,1.8,2.5,NA,1,0,0.1,90,5,0,0,0,0,0,0,0,0,0,0,0,"Soil moisture only reads 53.2, got 3 probes ","Handwriting for moss cover looks like a ""T."" I assumed that ""T"" meant trace. "
PARA,2,03-08-17,NA,NA,NA,NA,NA,NA,NA,NA,15,2,0.1,99,0,0,0,0,0,0,0,0,0,0,0,0,,"Handwriting for moss cover looks like a ""T."" I assumed that ""T"" meant trace. "
PARA,3,03-08-17,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,,
PARA,4,03-08-17,NA,NA,NA,NA,NA,NA,NA,NA,80,0,30,80,0,0,0,0,0,0,0,0,0,0,0,0,,
PARA,5,03-08-17,NA,NA,NA,NA,NA,NA,NA,NA,25,10,10,90,0,0,0,0,0,0,0,0,0,0,0,0,,
PARA,6,03-08-17,NA,NA,NA,NA,NA,NA,NA,NA,10,0,5,90,5,0,0,0,0,0,0,0,0,0,0,0,,
PP17,1,21-06-17,11,8,8,11,8.1,4.3,2.5,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Rocks,
PP17,2,21-06-17,9,4,13,15,3.3,3.1,6.1,3.1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,Rocks,
PP17,3,21-06-17,63,27,26,16,5,2.6,6,5.6,10,0,15,85,0,0,0,1,0,0,0,0,0,0,0,0,Rocks,
PP17,4,21-06-17,23,41,32,29,4.2,3.9,3.2,2.9,35,0,5,80,15,0,0,1,0,1,0,1,0,0,0,0,Rocks,
PP17,5,21-06-17,9,10,14,3,1,NA,1.6,NA,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,Rocks,
PP17,6,21-06-17,26,30,22,16,4.3,0.6,1.2,3.1,0,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,Rocks,
SPRY,1,18-07-17,20,50,60,38,NA,NA,0.8,1.3,50,35,0,50,0,1,0,0,0,0,0,0,0,0,0,0,,
SPRY,2,18-07-17,1,16,7,16,12.9,9.4,0.3,3.9,100,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,,
SPRY,3,18-07-17,0,0,3,1,NA,0.1,1.6,1.7,55,0,4,50,0,3,1,0,0,0,0,0,0,0,0,0,ABAM takes up 20% of plot,
SPRY,4,18-07-17,1,2,3,4,18.4,20.9,18.6,NA,15,0,20,50,30,0,0,0,0,0,1,0,0,0,0,0,Water/stream ,
SPRY,5,18-07-17,1,1,0,1,12.4,2,2.8,5.4,10,35,5,85,0,3,1,0,0,0,0,0,0,5,0,0,,
SPRY,6,18-07-17,1,2,3,2,0.4,8.7,3.4,0.6,15,0,5,95,0,6,0,0,0,0,0,0,0,1,0,0,,
SUNR,1,20-07-17,2,2,3,5,0.8,2.6,3.1,2.3,15,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,"Few germinants, may need to be re-surveyed this year ",
SUNR,2,20-07-17,8,5,2,0,5,3.9,5.7,3.5,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,,
SUNR,3,20-07-17,7,2,6,12,9.3,7.4,4.5,NA,1,15,5,100,0,0,2,0,0,0,0,0,0,0,0,0,,
SUNR,4,20-07-17,11,6,2,16,8.9,6.4,8.2,9.5,2,8,1,95,0,0,0,0,0,0,0,0,0,0,0,0,,
SUNR,5,20-07-17,0,2,1,4,5.1,1.1,8.4,NA,0,0,0,100,0,0,4,0,0,0,1,0,0,0,0,0,,
SUNR,6,20-07-17,0,1,1,1,5.2,4.6,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,
SUNR,1,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1 ABAM still had seed coat attached -  might still be too early ,
SUNR,2,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,,
SUNR,3,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,0,0,0,0,0,0,0,,
SUNR,4,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,,
SUNR,5,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,,
SUNR,6,26-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,,
TA01,1,20-06-17,6,7,10,7,3.4,5,6,3.8,10,0,85,15,0,0,0,5,0,13,0,0,0,0,0,0,,
TA01,2,20-06-17,6,5,8,5,4.4,3.9,4.6,3.2,15,0,85,5,0,0,0,5,0,6,0,0,0,0,0,0,,
TA01,3,20-06-17,10,7,4,7,1.6,NA,NA,5.4,0.1,0,30,50,0,0,0,1,0,11,0,0,0,0,0,0,Rocks= 30% cover,
TA01,4,20-06-17,6,6,5,5,2.4,1.6,4.8,1.1,8,0,95,5,0,0,0,0,0,1,0,0,0,0,0,0,,
TA01,5,20-06-17,13,12,7,6,3.7,2.8,5.1,4.2,15,0,50,20,0,0,0,2,0,18,0,0,0,0,0,0,Log= 30% cover ,
TA01,6,20-06-17,7,10,6,4,3,4.9,1,3.3,5,0,20,80,0,0,0,5,0,18,0,0,0,0,0,0,,
TB13,1,14-06-17,17,25,16,19,5.9,8.1,3.3,5.7,1,0,96,3,0,0,0,3,0,12,0,0,0,0,0,0,,
TB13,2,14-06-17,22,23,14,29,2.6,1.7,1.5,7.5,3,0,92,5,0,0,0,3,3,13,0,0,0,0,0,0,,
TB13,3,14-06-17,21,26,15,19,6.6,6.4,2.3,4.2,3,0,75,22,0,0,0,3,1,11,0,0,0,0,0,0,,
TB13,4,14-06-17,25,20,29,28,7.7,3.6,4.7,1.8,3,0,90,10,0,0,0,0,0,19,0,0,0,0,0,0,,
TB13,5,14-06-17,32,12,7,11,2.5,4.1,1.1,3.5,7,0,73,20,0,0,0,0,1,2,0,0,0,0,0,0,,
TB13,6,14-06-17,11,12,13,22,3.2,3.5,5.1,2.8,7,0,35,65,0,0,0,8,6,0,0,0,0,0,0,0,,
TO04,1,14-06-17,12,7,8,5,3,0.9,2.5,0.9,60,0,20,70,0,0,0,0,7,8,0,0,0,0,0,0,,
TO04,2,14-06-17,6,13,6,7,2.5,6.3,1,4.7,90,0,20,2,0,0,0,0,8,18,0,0,0,0,0,0,Quad #2 is missing a white pipe stake. ,
TO04,3,14-06-17,3,5,5,3,2.8,8.1,2.2,2.6,90,70,80,10,0,0,0,3,89,47,0,0,0,0,0,0,,
TO04,4,14-06-17,2,8,7,8,7.6,4.2,4.2,2.2,90,0,60,3,0,0,0,0,10,3,0,0,0,0,0,0,,
TO04,5,14-06-17,9,3,6,2,0.6,5.2,2,3.4,15,10,60,70,0,0,0,4,74,23,0,0,0,0,0,0,,
TO04,6,14-06-17,4,7,10,5,10.1,8.1,7,5.5,90,0,25,75,1,0,0,0,0,0,0,0,0,0,0,0,,
TO11,1,19-06-17,14,21,6,12,5.7,5,5.4,3.8,70,5,85,10,0,0,0,0,7,68,0,0,0,0,0,0,,
TO11,2,19-06-17,16,9,8,15,4.2,1.7,1,2.7,95,20,30,60,0,0,0,0,1,2,0,0,0,0,0,0,,
TO11,3,19-06-17,4,12,18,21,5,9.5,4,10.8,95,0,30,35,0,0,0,0,2,15,0,0,0,0,0,0,,
TO11,4,19-06-17,12,16,21,2,5.9,2.1,0.2,6.1,20,60,70,10,0,0,0,0,25,150,0,0,0,0,0,0,,
TO11,5,19-06-17,8,9,28,8,1.8,1.4,0.6,4.9,25,15,25,70,0,0,0,0,23,43,0,0,0,0,0,0,,
TO11,6,19-06-17,40,22,9,9,5.3,6.2,7.5,3.9,85,0,65,15,0,0,0,0,3,18,0,0,0,0,0,0,,
