Year,Stand,Quadrat,Date,Light1,Light2,Light3,Light4,% Moisture1,% Moisture2,% Moisture3,% Moisture4,Veg%Cover,Nurselog%Cover,Moss%Cover,Litter%Cover,Bare%Cover,Rock%Cover,Tree%Cover,Log%Cover,Root%Cover,ABAM,CANO,PSME,THPL,TSHE,TSME,PICO,PIEN,ABLA,ABPR,PIMO,Notes
2012,AM16,6,23-07-12,4,7,4,4,2.6,2.8,9.4,9.2,30,5,10,80,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,0,
2012,AO03,1,02-07-12,18,16,14,8,6.2,9.2,7.8,6.4,95,0,30,35,0,0,0,0,0,0,0,4,3,38,0,0,0,0,0,0,
2012,AO03,2,02-07-12,15,12,11,15,6,5.8,3.9,6.7,15,60,60,40,0,0,0,0,0,6,0,1,2,6,0,0,0,0,0,0,
2012,AO03,3,02-07-12,10,24,16,14,4.8,2.8,4.8,6.7,75,0,0,25,0,0,0,0,0,4,0,1,13,42,0,0,0,0,0,0,
2012,AO03,4,02-07-12,8,9,11,18,1.7,3.7,4.8,3.6,35,95,25,65,0,0,0,0,0,1,0,1,6,116,0,0,0,0,0,0,
2012,AO03,5,02-07-12,16,8,10,14,4.7,4.3,4.9,12.8,35,30,25,75,0,0,0,0,0,1,0,0,8,83,0,0,0,0,0,0,
2012,AO03,6,02-07-12,10,6,12,10,6.7,2.2,2.2,4.1,60,0,4,40,0,0,0,0,0,1,0,0,5,39,0,0,0,0,0,0,
2012,AR07,1,24-07-12,3,4,3,3,0.3,0.3,4.2,0.3,20,40,0,55,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,
2012,AR07,2,24-07-12,3,7,2,2,1.8,2.8,3.8,3.1,20,0,0,90,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
2012,AR07,3,24-07-12,7,5,6,4,1.1,5.9,1,0.2,40,0,0,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2012,AR07,4,24-07-12,8,27,21,3,3.9,5.8,7,5,40,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,AR07,5,24-07-12,13,5,3,8,3,5.2,4,6.1,30,0,0,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
2012,AR07,6,24-07-12,3,5,4,1,2.9,1.7,0.2,0.8,10,35,0,60,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,
2012,AV02,1,02-07-12,12,7,1,5,1.7,3.9,6,0.3,10,0,0,95,0,0,0,0,0,0,0,0,5,107,0,0,0,0,0,0,
2012,AV02,2,02-07-12,6,7,4,5,8.5,9.1,4.3,7.8,3,0,2,98,0,0,0,0,0,0,0,0,2,110,0,0,0,0,0,0,
2012,AV02,3,02-07-12,9,11,8,6,2.5,7.5,6.9,4,3,0,4,95,0,0,0,0,0,1,0,0,0,139,0,0,0,0,0,0,
2012,AV02,4,02-07-12,5,5,4,3,3.5,1.4,4.6,3.6,2,0,20,80,0,0,0,0,0,1,0,1,0,56,0,0,0,0,0,0,
2012,AV02,5,02-07-12,8,13,13,6,1.4,1.6,1.9,0.9,15,0,25,75,0,0,0,0,0,1,0,0,3,127,0,0,0,0,0,0,
2012,AV02,6,02-07-12,15,16,12,11,1.5,2.2,1.3,6,3,60,45,30,0,0,0,0,0,1,0,0,0,142,0,0,0,0,0,0,
2012,AV06,1,25-06-12,0,2,1,7,5.1,1.7,8.1,2.1,5,0,25,35,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,
2012,AV06,2,25-06-12,7,NA,NA,NA,5.2,2.8,5.8,5.9,55,0,85,15,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,Three canopy values not measured (NA)
2012,AV06,3,25-06-12,2,3,2,4,4.5,2.2,5.3,5.5,2,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,AV06,4,25-06-12,1,3,2,0,4.9,4.5,6.4,5.9,45,0,15,50,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,
2012,AV06,5,25-06-12,4,0,2,4,8.6,6.7,4.1,1.2,5,0,60,39,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
2012,AV06,6,25-06-12,6,10,2,6,7.6,5.3,6,1.5,60,0,70,5,20,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,
2012,AV14,1,05-07-12,8,23,18,7,13.1,15.6,10.7,14.9,35,0,65,35,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,
2012,AV14,2,05-07-12,5,12,10,2,12.8,7.8,16.3,9.3,25,40,35,65,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,
2012,AV14,3,05-07-12,5,8,6,2,10.9,11.2,13.4,16.3,5,0,25,75,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,
2012,AV14,4,05-07-12,3,3,4,2,7.5,14.5,7.1,7,1,2,0,97,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,0,
2012,AV14,5,05-07-12,2,4,4,1,12.8,10.1,17.3,18.6,1,10,5,90,0,0,0,0,0,4,0,0,0,44,1,0,0,0,0,0,"One Tsme seedling found, photo - but id could be suspect (Tsme and Tshe difficult to tell apart). Both Tshe and Tsme are near stand - Tshe is much more abundant"
2012,AV14,6,05-07-12,4,3,7,9,9,19.1,15.3,8.2,10,40,45,40,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,
2012,AX15,1,26-06-12,2,3,1,3,6.3,7.3,11.4,6.2,5,40,5,55,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,AX15,2,26-06-12,2,2,3,2,9.4,3.7,6.4,8.1,1,0,1,99,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,AX15,3,26-06-12,3,1,2,2,7.2,7.2,11.2,6.1,0,0,3,93,0,0,0,5,0,0,0,0,4,66,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,AX15,4,26-06-12,2,4,4,2,6.9,3.6,8.8,12.3,2,0,2,98,0,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,AX15,5,26-06-12,4,5,4,3,10,6.9,6.6,6.5,1,1,0,99,0,0,0,0,1,0,0,0,2,15,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,AX15,6,26-06-12,2,4,3,4,4.9,7.8,4.8,6.1,1,20,1,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"First census on June 14, but not at peak germination"
2012,PARA,1,06-08-12,4,3,4,5,0.6,0.8,1.2,3.8,1,0,0,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
2012,PARA,2,06-08-12,14,8,13,11,2.5,1.1,0.8,2.2,20,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2012,PARA,3,06-08-12,9,5,5,10,3.7,1.9,1.5,3,25,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2012,PARA,4,06-08-12,6,12,7,65,8.6,10.6,11.6,8.2,40,0,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2012,PARA,5,06-08-12,20,13,1,2,3.9,1.2,2.7,2.2,20,30,2,67,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
2012,PARA,6,06-08-12,9,5,2,8,3.9,3.1,0.6,1.6,18,0,0,90,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
2012,PP17,1,12-07-12,9,13,16,6,17,3.7,8.7,2.1,1,0,1,88,1,10,0,0,0,0,0,2,0,0,0,8,0,0,0,0,
2012,PP17,2,12-07-12,12,5,7,4,29.1,15.7,11,19.1,7,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,PP17,3,12-07-12,58,25,19,45,1.7,6.5,7.7,17.2,30,5,25,40,5,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,
2012,PP17,4,12-07-12,47,44,42,33,23.8,21.3,15.1,4.2,0,15,5,30,25,25,0,0,0,0,0,1,0,0,0,0,2,0,0,0,
2012,PP17,5,12-07-12,5,4,7,8,1.7,3.2,0.7,0.4,0,8,0,55,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,PP17,6,12-07-12,22,21,26,20,10.6,7.9,5,7.8,0,15,30,45,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,SPRY,1,01-08-12,32,30,47,45,5.1,1.7,0.6,13.6,70,15,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SPRY,2,01-08-12,22,22,21,8,25.9,29.6,38.1,29.2,90,0,0,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SPRY,3,01-08-12,13,15,7,14,28.1,2.3,25.2,25.7,45,0,2,45,0,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SPRY,4,01-08-12,19,14,15,11,50.3,48.5,23.8,53.7,10,20,25,15,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SPRY,5,01-08-12,7,5,5,6,15.2,21.3,20.7,14.6,10,30,10,85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SPRY,6,01-08-12,8,9,6,9,17.5,7.3,19.9,11.1,20,15,1,90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"A later census (Aug 13) did not result in more seedlings, so this earlier was retained"
2012,SUNR,1,20-08-12,8,4,7,6,1,0.2,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,2,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,SUNR,2,20-08-12,8,5,6,9,0.8,3.7,0.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,0,0,0,0,0,0,0,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,SUNR,3,20-08-12,10,12,11,13,4.4,0.4,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0,0,0,0,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,SUNR,4,20-08-12,7,15,16,16,5.4,1.3,1.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,0,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,SUNR,5,20-08-12,4,6,10,2,0.9,1.9,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,0,0,0,0,0,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,SUNR,6,20-08-12,2,2,2,7,1.6,0.2,1.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,0,0,0,Several Abies seedlings - could be Abam or Abla (need to determine which is more common). Noted as Abam for now. Crew forgot to measure percent cover data
2012,TA01,1,21-06-12,12,12,17,15,1.3,4.8,5.1,6.2,40,0,45,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TA01,2,21-06-12,12,17,14,16,5.6,2.6,3.3,2.9,28,0,55,32,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TA01,3,21-06-12,17,13,15,11,2.1,0.9,3.1,5.3,2,0,30,55,0,5,0,0,0,0,0,0,2,11,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TA01,4,21-06-12,16,16,14,13,2.1,1.6,3.2,2.6,28,0,80,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TA01,5,21-06-12,17,19,20,19,4.1,2,6,6.5,40,0,30,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TA01,6,21-06-12,10,14,11,9,5.1,2.1,5.4,3.8,17,0,16,80,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"Soil moisture recorded to 2 decimal places (e.g. 0.13), which is impossible (sensor only records to 1 decimal place), so multiplied all values by 10 (same problem in AB08 in same trip - probably a mistake during recording or reading off measurements)"
2012,TB13,1,13-06-12,18,17,12,13,4.5,4.1,0.6,4.8,0,0,95,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,
2012,TB13,2,13-06-12,14,9,22,14,6.3,1.7,3.3,2,1,0,90,10,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,
2012,TB13,3,13-06-12,14,9,16,18,3.1,4.5,0.3,1.4,0,0,70,30,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,
2012,TB13,4,13-06-12,15,13,19,18,2,3,5.3,0.9,0,10,70,20,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,
2012,TB13,5,13-06-12,16,11,12,13,4.3,0.7,2.2,3.4,1,1,90,15,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,
2012,TB13,6,13-06-12,10,9,8,15,0.2,3.7,4.4,3.4,2,0,10,90,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,
2012,TO04,1,12-06-12,22,23,14,19,3.7,0.8,1.2,2.7,45,60,10,30,1,0,0,0,0,0,0,1,23,31,0,0,0,0,0,0,
2012,TO04,2,12-06-12,37,28,16,13,2.5,0.3,0.7,3.1,35,0,85,15,0,0,0,0,0,0,0,2,8,38,0,0,0,0,0,0,
2012,TO04,3,12-06-12,40,15,21,32,1.1,3.2,1.1,1.8,20,95,80,0,0,0,0,0,0,0,0,0,21,58,0,0,0,0,0,0,
2012,TO04,4,12-06-12,14,10,27,26,0.3,0.8,3.8,0.8,35,0,5,65,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,
2012,TO04,5,12-06-12,7,5,9,5,0.7,3.2,0.3,3.8,75,80,2,15,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,
2012,TO04,6,12-06-12,3,10,11,19,6.7,0.4,5.7,3.8,5,5,2,90,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,
2012,TO11,1,28-06-12,4,5,5,11,22.3,25.4,14.7,19.7,70,0,25,30,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,
2012,TO11,2,28-06-12,19,14,12,15,21.4,19.7,19.2,19,75,30,15,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
2012,TO11,3,28-06-12,12,9,4,13,21.9,19.4,22.2,20.8,75,0,35,20,0,0,20,0,0,0,0,0,1,15,0,0,0,0,0,0,
2012,TO11,4,28-06-12,11,8,7,10,28.2,13.1,17.5,14.6,20,50,55,70,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,
2012,TO11,5,28-06-12,7,8,16,7,19.4,16.7,10.6,14.3,60,15,30,30,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,
2012,TO11,6,28-06-12,8,21,14,15,8.5,16.6,23.6,17.7,85,0,50,10,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
