Year,Stand,Trapno,ABAM,ABLA,CANO,PSME,THPL,TSHE,TSME,Notes
2015,PARA,5,0,0,0,0,0,0,0,wire slightly ripped
2015,PARA,6,0,0,0,0,0,0,0,wire slightly ripped
2015,PP17,1,0,0,0,0,0,0,0,
2015,PP17,2,0,0,0,0,0,0,0,
2015,PP17,3,0,0,0,0,0,0,0,
2015,PP17,4,0,0,0,0,0,0,0,
2015,PP17,5,0,0,0,0,0,0,0,
2015,PP17,6,0,0,0,0,0,0,0,
2015,SPRY,1,0,0,0,0,0,0,0,
2015,SPRY,2,0,0,0,0,0,0,0,
2015,SPRY,3,0,0,0,0,0,0,0,bring 2 new binder clips
2015,SPRY,4,0,0,0,0,0,0,0,
2015,SPRY,5,0,0,0,0,0,0,0,
2015,SPRY,6,0,0,0,0,0,0,0,
2015,SUNR,1,0,0,0,0,0,0,0,
2015,SUNR,2,0,0,0,0,0,0,0,
2015,SUNR,3,0,0,0,0,0,0,0,
2015,SUNR,4,0,0,0,0,0,0,0,put in new mesh liner
2015,SUNR,5,0,0,0,0,0,0,0,
2015,SUNR,6,0,0,0,0,0,0,0,
2015,TA01,1,0,0,0,0,0,0,0,
2015,TA01,2,0,0,0,0,0,0,0,
2015,TA01,3,0,0,0,0,0,0,0,
2015,TA01,4,0,0,0,0,0,0,0,
2015,TA01,5,0,0,0,0,0,0,0,
2015,TA01,6,0,0,0,0,0,0,0,
2015,TB13,1,0,0,0,0,0,19,0,
2015,TB13,2,0,0,0,0,0,0,0,
2015,TB13,3,0,0,0,0,0,0,0,
2015,TB13,4,0,0,0,0,0,0,0,
2015,TB13,5,0,0,0,0,0,0,0,
2015,TB13,6,0,0,0,0,0,0,0,
2015,TO04,1,0,0,0,0,0,0,0,
2015,TO04,2,0,0,0,0,0,0,0,
2015,TO04,3,0,0,0,0,0,0,0,
2015,TO04,4,0,0,0,0,0,0,0,
2015,TO04,5,0,0,0,0,0,0,0,
2015,TO04,6,0,0,0,0,0,0,0,
2015,TO11,1,0,0,0,0,0,0,0,
2015,TO11,2,0,0,0,0,0,0,0,
2015,TO11,3,0,0,0,0,0,1,0,
2015,TO11,4,0,0,0,0,1,0,0,
2015,TO11,5,0,0,0,0,1,2,0,
2015,TO11,6,0,0,0,0,2,0,0,
