Year,Stand,Trapno,ABAM,ABLA,CANO,PSME,THPL,TSHE,TSME,Notes
2014,SUNR,3,0,0,0,0,0,0,0,"laundry basket cracked on side but OK, some minor repairs were done "
2014,SUNR,4,0,0,0,0,0,0,0,"binder clips had come undone, chicken wire was on ground, some seed trap contents were on bottom of basket instead of in mesh.  Duff on chicken wire was not counted since it had picked up sticks, etc. from ground.  Was able to put everything back in place, no maintenance needed"
2014,SUNR,5,0,0,0,0,0,0,0,
2014,SUNR,6,0,0,0,0,0,0,0,
2014,TA01,1,0,0,0,0,0,0,0,
2014,TA01,2,0,0,0,0,0,0,0, 0.5 cm hole in mesh.  Did not have materials for repair
2014,TA01,3,0,0,0,1,0,0,0,one doug fir in trap. 
2014,TA01,4,0,0,0,0,0,0,0,
2014,TA01,5,0,0,0,0,0,0,0,
2014,TA01,6,0,0,0,0,0,0,0,
2014,TB13,1,0,0,0,1,0,5,0,"Seed trap liners 3/4 out of basket, fixed.  Collected contents outside liner in separate bag and everything in basket (liner and basket in another).  No germinants outside of basket"
2014,TB13,2,0,0,0,0,0,0,0,
2014,TB13,3,0,0,0,1,0,0,0,
2014,TB13,4,0,0,0,0,0,0,0,
2014,TB13,5,0,0,0,0,0,0,0,
2014,TB13,6,0,0,0,0,0,1,0,
2014,TO04,1,0,0,0,0,0,0,0,fixed hole in one trap
2014,TO04,2,0,0,0,0,0,3,0,
2014,TO04,3,0,0,0,0,0,0,0,
2014,TO04,4,0,0,0,0,0,0,0,
2014,TO04,5,0,0,0,0,0,2,0,
2014,TO04,6,0,0,0,0,0,1,0,
2014,TO11,1,0,0,0,0,0,0,0,
2014,TO11,2,0,0,0,0,0,1,0,
2014,TO11,3,0,0,0,0,0,5,0,
2014,TO11,4,0,0,0,0,0,0,0,
2014,TO11,5,0,0,0,0,0,0,0,
2014,TO11,6,0,0,0,0,0,0,0,
