"year","stand","trapno","spp","loose_sds_filled","loose_sds_unfilled","cones","cones_sds_filled","cones_sds_unfilled","cones_sds_all","standardized_notes"
2016,"TB13",6,"TSHE",60,100,21,83,21,104,"Counted tine immature cone seeds as unfilled"
2016,"TO04",1,"PSME",3,0,2,0,7,7,""
2016,"TO04",1,"THPL",0,1,0,0,0,0,""
2016,"TO04",1,"TSHE",65,116,18,25,0,25,"No data entered for unfilled cone seeds. Assume 0."
2016,"TO04",2,"THPL",0,1,3,1,5,6,""
2016,"TO04",2,"TSHE",259,31,77,216,58,274,""
2016,"TO04",3,"PSME",0,3,1,0,0,0,""
2016,"TO04",3,"THPL",5,4,3,8,1,9,""
2016,"TO04",3,"TSHE",95,25,14,46,24,70,""
2016,"TO04",4,"PSME",0,1,0,0,0,0,""
2016,"TO04",4,"THPL",7,1,1,8,1,9,""
2016,"TO04",4,"TSHE",104,50,5,16,2,18,""
2016,"TO04",5,"PSME",0,2,0,0,0,0,""
2016,"TO04",5,"THPL",3,0,6,14,4,18,""
2016,"TO04",5,"TSHE",72,43,5,42,3,45,""
2016,"TO04",6,"PSME",5,1,0,0,0,0,""
2016,"TO04",6,"THPL",4,8,16,36,103,139,""
2016,"TO04",6,"TSHE",74,49,0,0,0,0,""
2016,"TO11",1,"PSME",3,0,0,0,0,0,""
2016,"TO11",1,"THPL",1,3,0,0,0,0,""
2016,"TO11",1,"TSHE",40,101,13,33,12,45,""
2016,"TO11",2,"PSME",3,0,0,0,0,0,""
2016,"TO11",2,"THPL",0,1,0,0,0,0,""
2016,"TO11",2,"TSHE",32,127,0,23,9,32,""
2016,"TO11",3,"PSME",0,0,2,6,1,7,""
2016,"TO11",3,"THPL",0,1,1,0,0,0,""
2016,"TO11",3,"TSHE",22,47,33,72,44,116,""
2016,"TO11",4,"PSME",2,5,2,8,5,13,""
2016,"TO11",4,"TSHE",140,196,44,125,70,195,""
2016,"TO11",5,"THPL",0,0,2,2,3,5,""
2016,"TO11",5,"TSHE",73,46,115,156,48,204,""
2016,"TO11",6,"PSME",2,1,3,7,6,13,""
2016,"TO11",6,"THPL",4,3,2,5,4,9,""
2016,"TO11",6,"TSHE",50,116,37,24,32,56,""
