"year","stand","trapno","spp","loose_sds_filled","loose_sds_unfilled","cones","cones_sds_filled","cones_sds_unfilled","cone_sds_all","standardized_notes"
2022,"AO03",1,"ABAM",1,3,0,0,0,0,NA
2022,"AO03",1,"PSME",0,9,0,0,0,0,NA
2022,"AM16",1,"TSME",13,7,0,0,0,0,"Species not expected for this stand"
2022,"AM16",1,"TSHE",37,107,0,0,0,0,NA
2022,"AM16",1,"ALVI",0,1,0,0,0,0,NA
2022,"AM16",1,"ABAM",0,1,0,0,0,0,NA
2022,"AM16",1,"PSME",1,1,0,0,0,0,NA
2022,"AM16",1,"CANO",6,5,0,0,0,0,"Species not expected for this stand"
2022,"AV06",1,"TSHE",12,84,0,0,0,0,NA
2022,"AV06",1,"THPL",2,10,0,0,0,0,NA
2022,"AV06",1,"PSME",0,3,0,0,0,0,NA
2022,"AV06",1,"ABAM",1,0,0,0,0,0,NA
2022,"AV06",1,"TSHE",4,23,0,0,0,0,NA
2022,"AV06",1,"THPL",6,13,0,0,0,0,NA
2022,"AV06",1,"PSME",3,4,0,0,0,0,NA
2022,"AV06",1,"ABAM",0,3,0,0,0,0,NA
2022,"AB08",2,"THPL",19,25,0,0,0,0,NA
2022,"AB08",2,"PSME",17,2,0,0,0,0,NA
2022,"AB08",2,"ABAM",2,0,0,0,0,0,NA
2022,"AB08",2,"TSHE",147,4,10,2,0,2,NA
2022,"AB08",2,"TSME",1,0,0,0,0,0,"Species not expected for this stand"
2022,"TA01",2,"THPL",1,0,0,0,0,0,NA
2022,"TA01",2,"PSME",45,19,0,0,0,0,NA
2022,"AO03",2,"ABAM",10,5,0,0,0,0,NA
2022,"AO03",2,"PSME",5,2,0,0,0,0,NA
2022,"AO03",2,"TSHE",65,301,7,0,0,0,NA
2022,"AO03",2,"THPL",110,731,3,0,0,0,NA
2022,"SUNR",2,"TSME",17,5,0,0,0,0,NA
2022,"SUNR",2,"TSHE",1,0,0,0,0,0,"uncertain species ID"
2022,"SUNR",2,"CANO",1,0.5,0,0,0,0,"Species not expected for this stand"
2022,"SUNR",2,"ABLA",27,9,0,0,0,0,"Species not expected for this stand; uncertain species ID (ABLA/ABA)"
2022,"SUNR",2,"ABAM",126,3,0,0,0,0,"uncertain with species ID (ABAM/ABLA)"
2022,"PARA",2,"ABAM",26,6,0,0,0,0,"uncertain with species ID (ABAM/ABPR)"
2022,"PARA",2,"ABLA",5,7,0,0,0,0,NA
2022,"PARA",2,"CANO",10,5,0,0,0,0,NA
2022,"AM16",2,"TSHE",40,63,0,0,0,0,NA
2022,"AM16",2,"TSME",19,13,0,0,0,0,"Species not expected for this stand"
2022,"AM16",2,"ABAM",0,1,0,0,0,0,NA
2022,"AM16",2,"CANO",7,2,0,0,0,0,"Species not expected for this stand"
2022,"AE10",2,"CANO",5,2,0,0,0,0,"Species not expected for this stand"
2022,"AE10",2,"TSME",1,2,0,0,0,0,NA
2022,"AE10",2,"ABAM",13,8,0,0,0,0,"uncertain with species ID (ABAM/ABPR)"
2022,"AE10",2,"ABPR",1,0,0,0,0,0,NA
2022,"TO04",2,"TSHE",12,226,38,2,34,36,NA
2022,"TO04",2,"THPL",42,177,2,0,18,18,NA
2022,"TO04",2,"ABLA",0,1,0,0,0,0,"Species not expected for this stand"
2022,"TO04",2,"PSME",6,21,0,0,0,0,NA
2022,"AG05",2,"ABAM",1,1,0,0,0,0,NA
2022,"AG05",2,"THPL",35,116,0,0,0,0,NA
2022,"AG05",2,"PSME",6,56,0,0,0,0,NA
2022,"AG05",2,"TSHE",4,34,0,0,0,0,NA
2022,"AV06",2,"THPL",7,10,0,0,0,0,NA
2022,"AV06",2,"PSME",3,3,0,0,0,0,NA
2022,"AV06",2,"ABAM",0,1,0,0,0,0,NA
2022,"AV06",2,"TSHE",16,58,7,0,4,4,NA
2022,"PARA",3,"ABLA",3,5,0,0,0,0,NA
2022,"PARA",3,"ABAM",17,4,0,0,0,0,NA
2022,"PARA",3,"TSME",12,0,0,0,0,0,NA
2022,"AO03",3,"TSHE",162,35,21,73,44,117,NA
2022,"AO03",3,"THPL",201,392,7,2,7,9,NA
2022,"AO03",3,"PSME",4,2,0,0,0,0,NA
2022,"AO03",3,"ABAM",14,11,0,0,0,0,NA
2022,"AB08",3,"PSME",15,1.5,0,0,0,0,NA
2022,"AB08",3,"CANO",0,0.5,0,0,0,0,NA
2022,"AB08",3,"THPL",16,29,0,0,0,0,NA
2022,"AB08",3,"ABAM",0,1,0,0,0,0,NA
2022,"AB08",3,"TSHE",17,82,5,0,0,0,NA
2022,"AM16",3,"ALVI",1,3,0,0,0,0,"uncertain with filled/unfilled"
2022,"AM16",3,"CANO",6,0,0,0,0,0,"Species not expected for this stand"
2022,"AM16",3,"PSME",1,0,0,0,0,0,NA
2022,"AM16",3,"TSHE",46,111,1,3,2,5,NA
2022,"AM16",3,"TSME",23,21,0,0,0,0,"Species not expected for this stand"
2022,"SUNR",3,"ABAM",68,18,0,0,0,0,"uncertain with species ID (ABAM/ABPR)"
2022,"SUNR",3,"ABLA",32,13,0,0,0,0,"Species not expected for this stand"
2022,"SUNR",3,"TSME",21,2,0,0,0,0,NA
2022,"SUNR",3,"CANO",5,0,0,0,0,0,"Species not expected for this stand"
2022,"TO04",3,"THPL",127,184,14,0,1,1,NA
2022,"TO04",3,"TSHE",16,115,2,0,18,18,NA
2022,"TO04",3,"PSME",1,36,0,0,0,0,NA
2022,"TO04",3,"ABGR",1,0,0,0,0,0,"Species not expected for this stand"
2022,"AE10",3,"CANO",4,2,0,0,0,0,"Species not expected for this stand"
2022,"AE10",3,"ABPR",2,0,0,0,0,0,NA
2022,"AE10",3,"ABLA",2,2,0,0,0,0,NA
2022,"AE10",3,"ABAM",6,6,0,0,0,0,NA
2022,"TA01",3,"PSME",11,84,0,0,0,0,NA
2022,"TA01",3,"THPL",0,7,0,0,0,0,NA
2022,"TA01",3,"TSHE",0,6,0,0,0,0,NA
2022,"AG05",3,"THPL",93,156,2,0,0,0,NA
2022,"AG05",3,"TSHE",7,27,0,0,0,0,NA
2022,"AG05",3,"ABAM",5,5,0,0,0,0,NA
2022,"AG05",3,"CANO",0,1,0,0,0,0,NA
2022,"AG05",3,"PSME",6,34,0,0,0,0,NA
2022,"AV06",3,"TSHE",6,33,7,0,0,0,NA
2022,"AV06",3,"THPL",6,8,0,0,0,0,NA
2022,"AV06",3,"PSME",3,6,0,0,0,0,NA
2022,"AV06",3,"ABAM",2,1,0,0,0,0,NA
2022,"PARA",4,"TSME",10,2,0,0,0,0,NA
2022,"PARA",4,"ABAM",11,7,0,0,0,0,NA
2022,"PARA",4,"ABLA",1,0,0,0,0,0,NA
2022,"TA01",4,"PSME",50,13,0,0,0,0,NA
2022,"TA01",4,"THPL",2,0,0,0,0,0,NA
2022,"TA01",4,"TSHE",6,0,0,0,0,0,NA
2022,"AO03",4,"TSHE",244,67,12,15,9,24,NA
2022,"AO03",4,"PSME",15,26,2,4,35,39,NA
2022,"AO03",4,"ABAM",2,0,0,0,0,0,NA
2022,"AO03",4,"ACCI",1,0,0,0,0,0,"species not expected for this stand; uncertain species ID"
2022,"AO03",4,"THPL",167,446,0,0,0,0,NA
2022,"SUNR",4,"CANO",5,0,1,8,3,11,"Species not expected for this stand"
2022,"SUNR",4,"TSME",13,39,0,0,0,0,NA
2022,"SUNR",4,"ABAM",200,21.5,0,0,0,0,NA
2022,"SUNR",4,"ABLA",11,5,0,0,0,0,"Species not expected for this stand"
2022,"AB08",4,"ABAM",0,2,0,0,0,0,NA
2022,"AB08",4,"PSME",19,1,0,0,0,0,NA
2022,"AB08",4,"TSHE",53,120,5,0,2,2,NA
2022,"AB08",4,"CANO",1,0,0,0,0,0,NA
2022,"AB08",4,"THPL",44,10,0,0,0,0,NA
2022,"AM16",4,"CANO",14,0,0,0,0,0,"Species not expected for this stand"
2022,"AM16",4,"PSME",2,0,0,0,0,0,NA
2022,"AM16",4,"TSME",52,37,0,0,0,0,"Species not expected for this stand"
2022,"AM16",4,"TSHE",108,40,0,0,0,0,NA
2022,"TO04",4,"THPL",136,232,5,0,11,11,NA
2022,"TO04",4,"TSHE",1,75,1,0,1,1,NA
2022,"TO04",4,"ABGR",0,2,0,0,0,0,"Species not expected for this stand"
2022,"TO04",4,"TABR",4,0,0,0,0,0,NA
2022,"TO04",4,"PSME",3,18,0,0,0,0,NA
2022,"AE10",4,"CANO",5,4,0,0,0,0,"Species not expected for this stand"
2022,"AE10",4,"TSME",1,9,0,0,0,0,NA
2022,"AE10",4,"ABPR",1,0,0,0,0,0,NA
2022,"AE10",4,"ABAM",5,8,0,0,0,0,NA
2022,"AG05",4,"THPL",52,171,0,0,0,0,NA
2022,"AG05",4,"ABAM",3,5,0,0,0,0,NA
2022,"AG05",4,"PSME",12,53,0,0,0,0,NA
2022,"AG05",4,"TSHE",8,50,0,0,0,0,NA
2022,"AV06",4,"TSHE",17,76,12,7,32,39,NA
2022,"AV06",4,"PSME",4,9,0,0,0,0,NA
2022,"AV06",4,"THPL",1,8,0,0,0,0,NA
2022,"AV06",4,"ABAM",3,0,0,0,0,0,NA
2022,"SUNR",5,"TSME",8,0,0,0,0,0,NA
2022,"SUNR",5,"CANO",1,0,0,0,0,0,"Species not expected for this stand"
2022,"SUNR",5,"ABAM",175,49,0,0,0,0,NA
2022,"SUNR",5,"ABLA",37,11,0,0,0,0,"Species not expected for this stand"
2022,"AE10",5,"ABPR",4,1,0,0,0,0,NA
2022,"AE10",5,"ABAM",4,8,0,0,0,0,NA
2022,"AE10",5,"CANO",8,0,0,0,0,0,"Species not expected for this stand"
2022,"AE10",5,"TSME",4,0.5,0,0,0,0,"uncertain species ID"
2022,"AB08",5,"PSME",19,2,0,0,0,0,NA
2022,"AB08",5,"CANO",0,1,0,0,0,0,NA
2022,"AB08",5,"THPL",5,59,0,0,0,0,NA
2022,"AB08",5,"TSHE",21,134,7,0,0,0,NA
2022,"PARA",5,"CANO",0,1,0,0,0,0,NA
2022,"AO03",5,"TSHE",73,84,1,7,9,16,NA
2022,"AO03",5,"PSME",16,12,3,34,22.5,56.5,NA
2022,"TO04",5,"THPL",126,346,0,0,0,0,NA
2022,"PARA",5,"TSME",3,0,0,0,0,0,NA
2022,"PARA",5,"ABLA",3,0,0,0,0,0,NA
2022,"PARA",5,"ABAM",14,0,0,0,0,0,"uncertain with species ID (ABAM/ABPR)"
2022,"AO03",5,"THPL",119,415,1,0,0,0,NA
2022,"AO03",5,"ABAM",1,4,0,0,0,0,NA
2022,"AM16",5,"CANO",10,8,0,0,0,0,"Species not expected for this stand"
2022,"AM16",5,"TSHE",112,83,0,0,0,0,NA
2022,"AM16",5,"ABAM",1,2,0,0,0,0,NA
2022,"AM16",5,"TSME",45,11,0,0,0,0,"Species not expected for this stand"
2022,"AM16",5,"PSME",0,1,0,0,0,0,NA
2022,"AM16",5,"ALVI",0,1,0,0,0,0,NA
2022,"TO04",5,"PSME",35,3,0,0,0,0,NA
2022,"TO04",5,"TSHE",39,35,0,0,0,0,NA
2022,"TA01",5,"PSME",2,45,0,0,0,0,NA
2022,"TA01",5,"TSHE",1,1,0,0,0,0,NA
2022,"TA01",5,"THPL",0,11,0,0,0,0,NA
2022,"AG05",5,"THPL",38,152,0,0,0,0,NA
2022,"AG05",5,"ABAM",1,2,0,0,0,0,NA
2022,"AG05",5,"TSHE",1,43,0,0,0,0,NA
2022,"AG05",5,"PSME",13,52,0,0,0,0,NA
2022,"AV06",5,"TSHE",3,36,0,0,0,0,NA
2022,"AV06",5,"THPL",5,10,0,0,0,0,NA
2022,"AV06",5,"PSME",1,5,0,0,0,0,NA
2022,"AV06",5,"ABAM",2,0,0,0,0,0,NA
2022,"TA01",6,"PSME",57,42.5,0,0,0,0,NA
2022,"TA01",6,"TSHE",12,3,0,0,0,0,NA
2022,"TA01",6,"THPL",8,10,0,0,0,0,NA
2022,"PARA",6,"PSME",1,0,0,0,0,0,NA
2022,"PARA",6,"CANO",3,0,0,0,0,0,NA
2022,"PARA",6,"ABAM",15,5,0,0,0,0,"uncertain with species ID (ABAM/ABLA)"
2022,"SUNR",6,"ABAM",119,31,0,0,0,0,"uncertain with species ID (ABLA/ABPR)"
2022,"SUNR",6,"ABLA",44,10,0,0,0,0,"Species not expected for this stand"
2022,"SUNR",6,"TSME",7,2,0,0,0,0,NA
2022,"SUNR",6,"CANO",2,0,0,0,0,0,"Species not expected for this stand"
2022,"AM16",6,"TSHE",77,99,0,0,0,0,NA
2022,"AM16",6,"ABAM",0,2,0,0,0,0,NA
2022,"AM16",6,"CANO",11,5,5,2,0,2,"Species not expected for this stand"
2022,"AM16",6,"TSME",15,36,0,0,0,0,"Species not expected for this stand"
2022,"AM16",6,"PSME",1,0,0,0,0,0,NA
2022,"AO03",6,"TSHE",78,228,1,2,0,2,NA
2022,"AO03",6,"THPL",160,275,0,0,0,0,NA
2022,"AO03",6,"PSME",44,127,19,151,4,155,NA
2022,"AO03",6,"ABAM",3,3.5,0,0,0,0,NA
2022,"AG05",6,"TSHE",16,0,0,0,0,0,NA
2022,"AG05",6,"TABR",1,0,0,0,0,0,NA
2022,"AG05",6,"THPL",15,100,1,0,15,15,NA
2022,"AG05",6,"PSME",30,37,4,11,25,36,NA
2022,"TO04",6,"THPL",210,354,6,3,5,8,NA
2022,"TO04",6,"ABGR",2,0,0,0,0,0,"Species not expected for this stand"
2022,"TO04",6,"PSME",4,16,0,0,0,0,NA
2022,"TO04",6,"TSHE",5,56,0,0,0,0,NA
2022,"AE10",6,"CANO",11,1,0,0,0,0,"Species not expected for this stand"
2022,"AE10",6,"TSME",0,2,0,0,0,0,NA
2022,"AE10",6,"ABPR",1,0,0,0,0,0,NA
2022,"AE10",6,"ABAM",7,3,0,0,0,0,NA
2022,"AB08",6,"TSHE",6,52,15,0,1,1,NA
2022,"AB08",6,"ABAM",1,1,0,0,0,0,NA
2022,"AB08",6,"PSME",3,8,0,0,0,0,NA
2022,"AB08",6,"THPL",11,35,0,0,0,0,NA
2022,"AE10",7,"CANO",11,3,0,0,0,0,"Species not expected for this stand"
2022,"AE10",7,"ABAM",12,3,0,0,0,0,NA
2022,"AE10",7,"TSME",2,0,0,0,0,0,NA
2022,"AE10",7,"ABPR",1,0,0,0,0,0,NA
2022,"TA01",7,"TSHE",3,2,0,0,0,0,NA
2022,"TA01",7,"PSME",49,10,0,0,0,0,NA
2022,"TA01",7,"THPL",3,1,0,0,0,0,NA
2022,"AB08",7,"PSME",13,0,0,0,0,0,NA
2022,"AB08",7,"ABAM",0,1,0,0,0,0,NA
2022,"AB08",7,"THPL",0,27,0,0,0,0,NA
2022,"AB08",7,"TSHE",15,100,5,0,1,1,NA
2022,"AB08",7,"ALVI",1,0,0,0,0,0,"Species not expected for this stand"
2022,"AG05",7,"PSME",61,30.5,2,2,0,2,NA
2022,"AG05",7,"THPL",55,121,0,0,0,0,NA
2022,"AG05",7,"ABAM",0,3,0,0,0,0,NA
2022,"AG05",7,"TSHE",13,10,0,0,0,0,NA
2022,"AG05",7,"TSME",0,2,0,0,0,0,"Species not expected for this stand"
2022,"AO03",7,"THPL",141,885,11,0,30,30,NA
2022,"AO03",7,"TSHE",87,91,1,0,0,0,NA
2022,"AO03",7,"PSME",8,2.5,0,0,0,0,NA
2022,"TO04",7,"TSHE",51,17,3,0,0,0,NA
2022,"TO04",7,"PSME",43,4,1,1,0,1,NA
2022,"TO04",7,"THPL",23,62,0,0,0,0,NA
2022,"TO04",7,"ABAM",2,0,0,0,0,0,NA
2022,"AM16",7,"TSME",40,87,12,2,5,7,"Species not expected for this stand"
2022,"AM16",7,"CANO",2,5,0,0,0,0,"Species not expected for this stand"
2022,"AM16",7,"ABAM",0,1,0,0,0,0,NA
2022,"AM16",7,"TSME",8,18,0,0,0,0,"Species not expected for this stand"
2022,"AV06",7,"TSHE",15,70,0,0,0,0,NA
2022,"AV06",7,"THPL",2,7,0,0,0,0,NA
2022,"AV06",7,"PSME",2,4,0,0,0,0,NA
2022,"AV06",7,"ABAM",2,1,0,0,0,0,NA
2022,"AE10",8,"CANO",45,2,0,0,0,0,"Species not expected for this stand"
2022,"AE10",8,"ABAM",7,9,0,0,0,0,NA
2022,"AE10",8,"ABLA",0,1,0,0,0,0,NA
2022,"AE10",8,"TSHE",2,1,0,0,0,0,NA
2022,"AE10",8,"TSME",1,0,0,0,0,0,NA
2022,"AV06",8,"TSHE",66,20,0,0,0,0,NA
2022,"AV06",8,"ABAM",2,0,0,0,0,0,NA
2022,"AV06",8,"PSME",7,4,0,0,0,0,NA
2022,"AV06",8,"THPL",4,3,0,0,0,0,NA
2022,"AM16",8,"ALVI",1,0,0,0,0,0,NA
2022,"AM16",8,"ABAM",3,0,0,0,0,0,NA
2022,"AM16",8,"TSME",16,13,0,0,0,0,"Species not expected for this stand"
2022,"AM16",8,"CANO",7,0,0,0,0,0,"Species not expected for this stand"
2022,"AM16",8,"TSHE",40,68,0,0,0,0,NA
2022,"TA01",8,"PSME",30,8,0,0,0,0,NA
2022,"TA01",8,"THPL",3,0,0,0,0,0,NA
2022,"AG05",8,"PSME",11,19,0,0,0,0,NA
2022,"AG05",8,"ABAM",2,1,0,0,0,0,NA
2022,"AG05",8,"THPL",63,106,0,0,0,0,NA
2022,"AG05",8,"TSHE",50,7,0,0,0,0,NA
2022,"AO03",8,"TSHE",64,179,1,0,0,0,NA
2022,"AO03",8,"THPL",231,356,0,0,0,0,NA
2022,"AO03",8,"PSME",1,8,0,0,0,0,NA
2022,"AO03",8,"ABAM",2,1,0,0,0,0,NA
2022,"TO04",8,"TSHE",5,0,20,4,110,114,NA
2022,"TO04",8,"THPL",44,94,6,0,6,6,NA
2022,"TO04",8,"PSME",10,3,0,0,0,0,NA
2022,"AB08",8,"ABAM",3,0,0,0,0,0,NA
2022,"AB08",8,"PSME",3,12,0,0,0,0,NA
2022,"AB08",8,"THPL",14,37,0,0,0,0,NA
2022,"AB08",8,"TSHE",13,101,0,0,0,0,NA
2022,"AE10",9,"TSME",1,1,0,0,0,0,NA
2022,"AE10",9,"CANO",2,0,0,0,0,0,"Species not expected for this stand"
2022,"AE10",9,"ABAM",13,1,0,0,0,0,NA
2022,"AE10",9,"ABLA",0,6,0,0,0,0,NA
2022,"AE10",9,"ABPR",1,0,0,0,0,0,NA
2022,"AB08",9,"THPL",12,110,3,0,15,15,NA
2022,"AB08",9,"PSME",13,4,0,0,0,0,NA
2022,"AB08",9,"ABAM",0,1,0,0,0,0,NA
2022,"AB08",9,"TSHE",12,80,0,0,0,0,NA
2022,"TO04",9,"THPL",205,657,18,17,7,24,NA
2022,"TO04",9,"TSHE",30,9,11,24,6,30,NA
2022,"TO04",9,"PSME",11,0,0,0,0,0,NA
2022,"AM16",9,"TSHE",49,124,2,1,3,4,NA
2022,"AM16",9,"TSME",29,13,0,0,0,0,"Species not expected for this stand"
2022,"AM16",9,"ALVI",0,1,0,0,0,0,"Species not expected for this stand"
2022,"AM16",9,"CANO",9,1,0,0,0,0,"Species not expected for this stand"
2022,"AV06",9,"THPL",1,5,0,0,0,0,NA
2022,"AV06",9,"PSME",9,4,0,0,0,0,NA
2022,"AV06",9,"TSHE",5,11,0,0,0,0,NA
2022,"TA01",9,"PSME",8,36,0,0,0,0,NA
2022,"TA01",9,"THPL",1,20,0,0,0,0,NA
2022,"AG05",9,"TSHE",8,33,1,0,0,0,NA
2022,"AG05",9,"PSME",12,56,0,0,0,0,NA
2022,"AG05",9,"THPL",16,113,0,0,0,0,NA
2022,"AG05",9,"ABAM",0,4,0,0,0,0,NA
2022,"AG05",9,"ABLA",0,1,0,0,0,0,"Species not expected for this stand"
2022,"AG05",9,"TABR",0,1,0,0,0,0,NA
2022,"AB08",10,"TSHE",0,0,8,0,0,0,NA
2022,"AV06",10,"TSHE",88,13,1,1,0,1,NA
2022,"AV06",10,"PSME",2,2,0,0,0,0,NA
2022,"AV06",10,"THPL",11,16,0,0,0,0,NA
2022,"AV06",10,"ABAM",0,1,0,0,0,0,NA
2022,"AE10",10,"CANO",0,0,3,0,0,0,"Species not expected for this stand"
2022,"TA01",10,"TSHE",2,1,5,0,0,0,NA
2022,"TA01",10,"PSME",67,12,0,0,0,0,NA
2022,"TA01",10,"THPL",2,1,0,0,0,0,NA
2022,"AG05",10,"PSME",39,8,0,0,0,0,NA
2022,"AG05",10,"THPL",36,108,0,0,0,0,NA
2022,"AG05",10,"TSHE",12,18,0,0,0,0,NA
2022,"AG05",10,"ABAM",4,2,0,0,0,0,NA
2022,"AO03",10,"THPL",219,147,8,15,5,20,NA
2022,"AO03",10,"TSHE",160,9,4,15,4,19,NA
2022,"AO03",10,"PSME",7,0,0,0,0,0,NA
2022,"AO03",10,"ABAM",2,0,0,0,0,0,NA
2022,"AM16",10,"TSME",6,4,0,0,0,0,"Species not expected for this stand"
2022,"AM16",10,"CANO",0,1,0,0,0,0,"Species not expected for this stand"
2022,"AM16",10,"ABAM",1,2,0,0,0,0,NA
2022,"AM16",10,"TSHE",12,29,0,0,0,0,NA
2022,"TO04",10,"TSHE",1,25,2,0,2,2,NA
2022,"TO04",10,"PSME",7,37,2,0,0,0,NA
2022,"TO04",10,"THPL",17,45,0,0,0,0,NA
2022,"AE10",10,"CANO",39,19,3,5,5,10,"Species not expected for this stand"
2022,"AE10",10,"TSME",0,4,0,0,0,0,NA
2022,"AE10",10,"ABPR",5,1,0,0,0,0,NA
2022,"AE10",10,"ABLA",0,6,0,0,0,0,NA
2022,"AE10",10,"ABAM",10,7,0,0,0,0,NA
2022,"AB08",10,"TSHE",13,86,8,0,0,0,NA
2022,"AB08",10,"PSME",5,6,0,0,0,0,NA
2022,"AB08",10,"ABAM",1,1,0,0,0,0,NA
2022,"AB08",10,"THPL",4,8,0,0,0,0,NA
2022,"AO03",11,"THPL",173,279,5,10,5,15,NA
2022,"AO03",11,"PSME",10,3,0,0,0,0,NA
2022,"AO03",11,"ABAM",2,2,0,0,0,0,NA
2022,"AO03",11,"TSHE",175,12,0,0,0,0,NA
2022,"AV06",11,"PSME",5,0.5,0,0,0,0,NA
2022,"AV06",11,"TSHE",86,16,0,0,0,0,NA
2022,"AV06",11,"ABAM",2,2,0,0,0,0,NA
2022,"AV06",11,"THPL",68,93,0,0,0,0,NA
2022,"AE10",11,"CANO",2,0,0,0,0,0,"Species not expected for this stand"
2022,"AE10",11,"TSME",2,0,0,0,0,0,NA
2022,"AE10",11,"ABLA",1,0,0,0,0,0,NA
2022,"AE10",11,"ABPR",1,0,0,0,0,0,NA
2022,"AE10",11,"ABAM",7,3,0,0,0,0,NA
2022,"AB08",11,"PSME",5,3,0,0,0,0,NA
2022,"AB08",11,"TSHE",17,109,4,0,0,0,NA
2022,"AB08",11,"CANO",1,0,0,0,0,0,NA
2022,"AB08",11,"THPL",2,34,0,0,0,0,NA
2022,"AM16",11,"CANO",12,42,1,0,0,0,"Species not expected for this stand"
2022,"AM16",11,"ALVI",1,2,0,0,0,0,NA
2022,"AM16",11,"TSME",20,10,0,0,0,0,"Species not expected for this stand"
2022,"AM16",11,"PSME",1,0,0,0,0,0,NA
2022,"AM16",11,"ABAM",1,0,0,0,0,0,NA
2022,"AM16",11,"TSHE",30,48,0,0,0,0,NA
2022,"AG05",11,"PSME",33,18,0,0,0,0,NA
2022,"AG05",11,"THPL",7,104,0,0,0,0,NA
2022,"AG05",11,"TSHE",2,8,0,0,0,0,NA
2022,"AG05",11,"ABAM",2,0,0,0,0,0,NA
2022,"TO04",11,"TSHE",1,35,4,0,6,6,NA
2022,"TO04",11,"ABGR",1,0,0,0,0,0,"Species not expected for this stand"
2022,"TO04",11,"PSME",1,12,0,0,0,0,NA
2022,"TO04",11,"THPL",5,313,0,0,0,0,"uncertain with filled/unfilled"
2022,"TA01",11,"PSME",7,93,0,0,0,0,NA
2022,"TA01",11,"TSHE",0,6,0,0,0,0,NA
2022,"AB08",12,"TSHE",0,0,15,19,5,24,NA
2022,"AB08",12,"THPL",0,0,4,11,16,27,NA
2022,"AB08",12,"TSHE",87,15,0,0,0,0,NA
2022,"AB08",12,"THPL",18,22,0,0,0,0,NA
2022,"AB08",12,"PSME",5,2,0,0,0,0,NA
2022,"AG05",12,"THPL",34,141,1,0,1,1,NA
2022,"AG05",12,"ABAM",2,0,0,0,0,0,NA
2022,"AG05",12,"TSHE",33,36,0,0,0,0,NA
2022,"AG05",12,"PSME",32,13,0,0,0,0,NA
2022,"AG05",12,"TSME",1,1,0,0,0,0,"Species not expected for this stand"
2022,"TO04",12,"THPL",411,1119,28,29,33,62,NA
2022,"TO04",12,"TSHE",36,15,13,8,8,16,NA
2022,"TO04",12,"PSME",18,0,0,0,0,0,NA
2022,"TO04",12,"ABLA",2,1,0,0,0,0,"Species not expected for this stand"
2022,"AE10",12,"TSME",2,0,1,3,0,3,NA
2022,"AE10",12,"CANO",26,12,0,0,0,0,"Species not expected for this stand"
2022,"AE10",12,"ABAM",4,1,0,0,0,0,NA
2022,"AO03",12,"PSME",17,27,2.5,27,16,43,NA
2022,"AO03",12,"TSHE",55,68,0,0,0,0,NA
2022,"AO03",12,"THPL",41,105,0,0,0,0,NA
2022,"AO03",12,"ABAM",1,2.5,0,0,0,0,NA
2022,"AM16",12,"CANO",12,11.5,3,2,0,2,"Species not expected for this stand"
2022,"AM16",12,"TSHE",27,66,0,0,0,0,NA
2022,"AM16",12,"TSME",18,23,0,0,0,0,"Species not expected for this stand"
2022,"TA01",12,"THPL",7,0,0,0,0,0,NA
2022,"TA01",12,"PSME",64,8,0,0,0,0,NA
2022,"TA01",12,"TSHE",1,0,0,0,0,0,NA
2022,"AV06",12,"TSHE",12,44,0,0,0,0,NA
